,year,team,topicID,un,cut-off,fnCutoff,pairwiseBiasCut
377,2005.0,uams05run4,4.0,100,80,6,0.5292792792792793
378,2005.0,uams05run4,4.0,100,100,8,0.5489130434782609
379,2005.0,uogES05B2,4.0,100,10,0,1
380,2005.0,uogES05B2,4.0,100,20,1,0.5789473684210527
381,2005.0,uogES05B2,4.0,100,40,1,0.28205128205128205
382,2005.0,uogES05B2,4.0,100,80,8,0.7170138888888888
383,2005.0,uogES05B2,4.0,100,100,10,0.6366666666666667
384,2005.0,uogES05CbaDT,4.0,100,10,0,1
385,2005.0,uogES05CbaDT,4.0,100,20,0,1
386,2005.0,uogES05CbaDT,4.0,100,40,3,0.7927927927927928
387,2005.0,uogES05CbaDT,4.0,100,80,6,0.6193693693693694
388,2005.0,uogES05CbaDT,4.0,100,100,10,0.67
389,2005.0,uogES05Cbase,4.0,100,10,0,1
390,2005.0,uogES05Cbase,4.0,100,20,0,1
391,2005.0,uogES05Cbase,4.0,100,40,4,0.8402777777777778
392,2005.0,uogES05Cbase,4.0,100,80,7,0.62426614481409
393,2005.0,uogES05Cbase,4.0,100,100,11,0.6608784473953013
394,2005.0,uogES05CbiH,4.0,100,10,0,1
395,2005.0,uogES05CbiH,4.0,100,20,1,0.8421052631578947
396,2005.0,uogES05CbiH,4.0,100,40,1,0.41025641025641024
397,2005.0,uogES05CbiH,4.0,100,80,8,0.7673611111111112
398,2005.0,uogES05CbiH,4.0,100,100,11,0.6945863125638406
399,2005.0,uogES05Cbis,4.0,100,10,0,1
400,2005.0,uogES05Cbis,4.0,100,20,1,0.631578947368421
401,2005.0,uogES05Cbis,4.0,100,40,1,0.3076923076923077
402,2005.0,uogES05Cbis,4.0,100,80,8,0.7152777777777778
403,2005.0,uogES05Cbis,4.0,100,100,11,0.6506639427987743
404,2005.0,CNDS01,5.0,NA,NA,NA,NA
405,2005.0,CNDS02,5.0,NA,NA,NA,NA
406,2005.0,CNDS03,5.0,NA,NA,NA,NA
407,2005.0,CNDS04LC,5.0,NA,NA,NA,NA
408,2005.0,CNDS06,5.0,NA,NA,NA,NA
409,2005.0,DREXEXP1,5.0,NA,NA,NA,NA
410,2005.0,DREXEXP2,5.0,NA,NA,NA,NA
411,2005.0,LLEXemails,5.0,100,10,1,0.0
412,2005.0,LLEXemails,5.0,100,20,2,0.4722222222222222
413,2005.0,LLEXemails,5.0,100,40,6,0.5147058823529411
414,2005.0,LLEXemails,5.0,100,80,15,0.5035897435897436
415,2005.0,LLEXemails,5.0,100,100,18,0.42208672086720866
416,2005.0,MSRA051,5.0,100,10,1,0.1111111111111111
417,2005.0,MSRA051,5.0,100,20,1,0.05263157894736842
418,2005.0,MSRA051,5.0,100,40,2,0.4342105263157895
419,2005.0,MSRA051,5.0,100,80,5,0.49066666666666664
420,2005.0,MSRA051,5.0,100,100,8,0.5842391304347826
421,2005.0,MSRA052,5.0,100,10,1,0.1111111111111111
422,2005.0,MSRA052,5.0,100,20,1,0.05263157894736842
423,2005.0,MSRA052,5.0,100,40,2,0.4342105263157895
424,2005.0,MSRA052,5.0,100,80,5,0.49066666666666664
425,2005.0,MSRA052,5.0,100,100,8,0.5855978260869565
426,2005.0,MSRA053,5.0,100,10,1,0.1111111111111111
427,2005.0,MSRA053,5.0,100,20,1,0.05263157894736842
428,2005.0,MSRA053,5.0,100,40,2,0.4342105263157895
429,2005.0,MSRA053,5.0,100,80,5,0.49066666666666664
430,2005.0,MSRA053,5.0,100,100,8,0.5842391304347826
431,2005.0,MSRA054,5.0,100,10,1,0.1111111111111111
432,2005.0,MSRA054,5.0,100,20,1,0.05263157894736842
